Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime
TA|O03D|40.294701|-121.801804|968.0|Paynes Creek, CA, USA|2010-08-02T00:00:00|2012-10-01T23:59:59
TA|O03E|40.294601|-121.802101|967.0|Paynes Creek, CA, USA|2012-10-08T00:00:00|2016-05-02T23:59:59
TA|O04C|40.32|-121.085999|1513.0|Chester, CA, USA|2005-05-25T00:00:00|2007-11-27T23:59:59
TA|O05C|39.962002|-120.917603|1032.0|Quincy, CA, USA|2005-04-20T00:00:00|2007-11-20T23:59:59
US|WDC|40.580002|-122.539719|300.0|Whiskeytown Dam, Shasta County, California, USA|1992-09-18T00:00:00|2007-02-07T06:35:00
XE|SNPD7|39.624802|-120.575798|1669.0|SNPD7|2006-09-09T00:00:00|2007-09-20T23:59:59
XE|SNPD8|39.6502|-120.224602|1546.0|SNPD8|2006-08-07T00:00:00|2007-12-30T23:59:59
XE|SNPD9|39.825901|-120.009499|1608.0|SNPD9|2007-01-06T00:00:00|2007-09-21T23:59:59
XE|SNPE7|39.804298|-120.7136|1537.0|SNPE7|2006-08-14T00:00:00|2007-12-30T23:59:59
XE|SNPE9|40.025002|-120.1875|1797.0|SNPE9|2006-08-07T00:00:00|2007-12-30T23:59:59
XE|SNPF6|39.681801|-121.091301|1535.0|SNPF6|2006-08-12T00:00:00|2007-12-30T23:59:59
XE|SNPF8|40.0112|-120.641197|2148.0|SNPF8|2006-08-12T00:00:00|2007-12-30T23:59:59
XE|SNPF9|40.180801|-120.397301|1331.0|SNPF9|2006-08-10T00:00:00|2007-12-30T23:59:59
XE|SNPG5|39.719002|-121.527|652.0|SNPG5|2006-08-12T00:00:00|2007-12-30T23:59:59
XE|SNPG7|40.109501|-121.172302|1591.0|SNPG7|2006-08-12T00:00:00|2007-12-30T23:59:59
XE|SNPG9|40.345299|-120.6017|1332.0|SNPG9|2006-08-10T00:00:00|2007-12-31T23:59:59
XQ|ME04|41.355|-123.514|431.0|Somes_Bar|2007-07-23T00:00:00|2009-12-31T23:59:59
XQ|ME06|41.341999|-121.695|1332.0|Hambone|2007-07-22T00:00:00|2009-12-31T23:59:59
XQ|ME07|41.167999|-123.912003|681.0|Bald_Hills|2007-07-30T00:00:00|2009-12-31T23:59:59
XQ|ME08|40.222|-123.305|835.0|Ruth|2007-07-21T00:00:00|2009-12-31T23:59:59
XQ|ME09|41.085999|-122.725998|867.0|Coffee_Creek|2007-07-21T00:00:00|2009-12-31T23:59:59
XQ|ME10|40.959099|-122.461899|834.0|La_Moine|2007-10-31T00:00:00|2009-12-31T23:59:59
XQ|ME11|41.056|-121.370003|1001.0|McArthur|2007-07-21T00:00:00|2009-12-31T23:59:59
XQ|ME12|40.104|-122.498001|178.0|Red_Bank|2007-07-19T00:00:00|2009-12-31T23:59:59
XQ|ME13|40.764|-122.917999|760.0|Weaverville|2007-07-21T00:00:00|2009-12-31T23:59:59
XQ|ME14|41.006001|-121.896004|590.0|Big_Bend|2007-07-24T00:00:00|2009-12-31T23:59:59
XQ|ME14A|41.007599|-121.896599|585.0|Big_Bend_2|2008-09-20T00:00:00|2009-05-16T23:59:59
XQ|ME15|40.810001|-121.683998|1380.0|Burney|2007-07-21T00:00:00|2009-12-31T23:59:59
XQ|ME16|40.577|-122.086998|269.0|Millville|2007-07-20T00:00:00|2009-12-31T23:59:59
XQ|ME17|40.535999|-121.722|1244.0|Viola|2007-07-20T00:00:00|2009-12-31T23:59:59
XQ|ME18|40.729|-121.022003|1996.0|Little_Valley|2007-07-31T00:00:00|2009-12-31T23:59:59
XQ|ME20|40.477001|-120.984001|1709.0|McCoy_Flat|2007-07-20T00:00:00|2009-12-31T23:59:59
XQ|ME21|40.348701|-121.237602|1505.0|Chester|2008-06-08T00:00:00|2009-12-31T23:59:59
XQ|ME22|40.123001|-121.555702|1336.0|Soda Springs|2008-06-08T00:00:00|2009-12-31T23:59:59
XQ|ME23|40.396|-121.455002|1863.0|Wilson_Lake|2007-07-22T00:00:00|2009-12-31T23:59:59
XQ|ME24|40.359001|-122.046997|206.0|Dales|2007-07-19T00:00:00|2009-12-31T23:59:59
XQ|ME25|40.294998|-121.802002|964.0|Paynes_Creek|2007-07-19T00:00:00|2009-12-31T23:59:59
XQ|ME26|40.157001|-122.098999|99.0|Dairyville|2007-07-18T00:00:00|2009-12-31T23:59:59
XQ|ME27|40.452999|-123.154999|771.0|Peanut|2007-07-21T00:00:00|2009-12-31T23:59:59
XQ|ME28|40.327|-122.471001|222.0|Dry_Creek|2007-07-20T00:00:00|2009-12-31T23:59:59
XQ|ME29|41.141998|-123.1408|725.0|Cecilville|2007-09-21T00:00:00|2009-12-31T23:59:59
XQ|ME30|40.842999|-123.565002|237.0|S_Trinity_River|2007-07-23T00:00:00|2009-12-31T23:59:59
XQ|ME31|40.722|-123.946999|820.0|Kneeland|2007-07-29T00:00:00|2009-12-31T23:59:59
XQ|ME32|40.590698|-123.859001|711.0|Laqua|2007-09-25T00:00:00|2009-12-31T23:59:59
XQ|ME33|40.483002|-123.802002|367.0|S_Bridgeville|2007-07-29T00:00:00|2009-12-31T23:59:59
XQ|ME34|40.483002|-124.126999|244.0|Rio_Dell|2007-09-18T00:00:00|2009-12-31T23:59:59
XQ|ME35|40.483002|-123.748001|369.0|N_Bridgeville|2007-07-27T00:00:00|2009-12-31T23:59:59
XQ|ME36|40.248199|-124.163803|73.0|Honeydew|2007-09-22T00:00:00|2009-12-31T23:59:59
XQ|ME37|40.285|-123.653999|501.0|Blocksburg|2007-07-27T00:00:00|2009-12-31T23:59:59
XQ|ME38|40.101002|-123.503197|275.0|XStewart|2007-09-19T00:00:00|2009-12-31T23:59:59
XQ|ME39|40.188202|-123.594299|341.0|Alderport|2007-09-26T00:00:00|2009-12-31T23:59:59
XQ|ME41|39.884998|-123.361|1017.0|XWylatti|2007-09-12T00:00:00|2009-12-31T23:59:59
XQ|ME42|39.7145|-123.273003|633.0|Covelo|2007-09-15T00:00:00|2009-12-31T23:59:59
XQ|ME43|39.570301|-123.175003|1143.0|S_Edin_Valley|2007-09-16T00:00:00|2009-12-31T23:59:59
XQ|ME49|39.8633|-123.719398|284.0|Legget|2007-09-17T00:00:00|2009-12-31T23:59:59
XQ|ME50|39.622002|-123.474998|634.0|Laytonville|2007-09-13T00:00:00|2009-12-31T23:59:59
XQ|ME56|39.887001|-122.8731|1534.0|Crane_Mills|2008-06-06T00:00:00|2009-12-31T23:59:59
XQ|ME57|39.9118|-122.567596|266.0|Paskenta_South|2007-10-23T00:00:00|2009-12-31T23:59:59
XQ|ME59|39.830002|-121.833|135.0|N_Chico|2007-07-17T00:00:00|2009-12-31T23:59:59
XQ|ME60|39.949001|-121.5364|1181.0|Stirling City|2008-04-06T00:00:00|2009-12-31T23:59:59
XQ|ME61|39.532001|-122.295998|65.0|Willows|2007-10-23T00:00:00|2009-12-31T23:59:59
XQ|ME62|39.534|-121.918999|25.0|Ord_Bend|2007-07-19T00:00:00|2009-12-31T23:59:59
XQ|ME80|40.345299|-120.6017|1336.0|Happy_Valley_Ranch|2007-09-19T00:00:00|2009-12-31T23:59:59
XQ|ME81|40.1096|-121.172302|1585.0|Butt_Lake|2007-09-18T00:00:00|2009-12-31T23:59:59
XQ|ME82|39.719002|-121.527|658.0|Bill_Snyder|2007-09-18T00:00:00|2009-12-31T23:59:59
XQ|ME83|40.180801|-120.397301|1360.0|Dalene|2007-09-19T00:00:00|2009-12-31T23:59:59
XQ|ME84|40.025002|-120.1875|1804.0|Jerry|2007-09-19T00:00:00|2009-12-31T23:59:59
XQ|ME85|40.0112|-120.641197|351.0|Genesee_Valley|2007-09-19T00:00:00|2009-12-31T23:59:59
XQ|ME86|39.804298|-120.7136|1530.0|Berm|2007-09-20T00:00:00|2009-12-31T23:59:59
XQ|ME87|39.681801|-121.091301|1536.0|Lumpkin_Ridge|2007-09-19T00:00:00|2009-12-31T23:59:59
XQ|ME91|39.6502|-120.224602|1551.0|Silver_Hog_Heaven|2007-09-19T00:00:00|2009-12-31T23:59:59
Z5|GB130|41.409698|-124.689903|-1088.0|LDEO OBS GB130|2013-10-31T00:00:00|2014-09-12T23:59:59
Z5|GB210|41.337002|-126.055801|-3094.0|LDEO OBS GB210|2013-11-02T00:00:00|2014-09-18T23:59:59
Z5|GB220|41.073299|-126.914497|-2998.0|LDEO OBS GB220|2013-10-16T00:00:00|2014-09-18T23:59:59
Z5|GB230|41.127201|-127.430702|-3310.0|LDEO OBS GB230|2013-10-15T00:00:00|2014-09-17T23:59:59
Z5|GB260|40.975498|-125.221298|-3067.0|LDEO OBS GB260|2013-11-01T00:00:00|2014-09-13T23:59:59
Z5|GB281|41.0284|-126.089897|-3124.0|SIO OBS ID GB281|2014-08-11T00:00:00|2015-09-16T23:59:59
Z5|GB320|40.396599|-125.912102|-2332.0|LDEO OBS GB320|2013-10-17T00:00:00|2014-09-16T23:59:59
Z5|GB321|40.3922|-125.911697|-2283.0|SIO OBS ID GB321|2014-08-02T00:00:00|2015-09-14T23:59:59
Z5|GB330|40.511101|-126.5849|-3156.0|LDEO OBS GB330|2013-10-16T00:00:00|2014-09-17T23:59:59
Z5|GB331|40.513|-126.584|-3137.0|SIO OBS ID GB331|2014-08-11T00:00:00|2015-09-14T23:59:59
Z5|GB340|40.3713|-127.442299|-1793.0|LDEO OBS GB340|2013-10-16T00:00:00|2014-09-17T23:59:59
Z5|GB341|40.372101|-127.442299|-1791.0|SIO OBS ID GB341|2014-08-01T00:00:00|2015-09-14T23:59:59
Z5|GB350|40.861801|-128.111603|-3299.0|LDEO OBS GB350|2013-10-15T00:00:00|2014-09-17T23:59:59
Z5|GB360|39.879601|-124.730797|-1312.0|LDEO OBS GB360|2013-10-31T00:00:00|2014-09-15T23:59:59
Z5|GB380|40.059399|-126.162498|-4068.0|SIO OBS ID GB380|2013-10-16T00:00:00|2014-08-02T23:59:59
Z5|GS240|41.428101|-128.055893|-3115.0|SIO OBS ID GS240|2013-10-13T00:00:00|2014-07-31T23:59:59
Z5|GS261|40.9785|-125.213501|-3077.0|SIO OBS ID GS261|2014-08-10T00:00:00|2015-09-16T23:59:59
Z5|GS270|40.785599|-125.556801|-3041.0|SIO OBS ID GS270|2013-11-01T00:00:00|2014-08-11T23:59:59
Z5|GS280|41.0336|-126.093399|-3125.0|SIO OBS ID GS280|2013-11-01T00:00:00|2014-08-03T23:59:59
Z5|GS300|40.7864|-126.468201|-3151.0|SIO OBS ID GS300|2013-10-15T00:00:00|2014-08-03T23:59:59
Z5|GS311|40.455399|-125.132004|-2498.0|SIO OBS ID GS311|2014-08-02T00:00:00|2015-09-15T23:59:59
Z5|GS400|40.141602|-127.822998|-4510.0|SIO OBS ID GS400|2013-10-14T00:00:00|2014-08-01T23:59:59

#DATACENTER=IRISPH5,http://ds.iris.edu
XS|304|40.695334|-122.856476|528.7|Converted from UTM Zone 10|2015-04-27T19:42:09|2015-05-12T05:02:27
XS|305|40.695464|-122.856267|531.8|Converted from UTM Zone 10|2015-04-27T19:40:24|2015-05-13T10:34:41
XS|306|40.695725|-122.855996|535.1|Converted from UTM Zone 10|2015-04-27T19:38:11|2015-05-12T21:43:43
XS|307|40.695851|-122.856098|545.0|Converted from UTM Zone 10|2015-04-27T19:36:42|2015-05-12T09:13:39
XS|308|40.695927|-122.85572|544.4|Converted from UTM Zone 10|2015-04-27T19:34:28|2015-05-12T15:31:16
XS|309|40.696067|-122.85588|562.0|Converted from UTM Zone 10|2015-04-27T19:32:30|2015-05-13T11:14:49
XS|310|40.696197|-122.855488|551.7|Converted from UTM Zone 10|2015-04-27T19:31:11|2015-05-12T02:58:58
XS|311|40.6964|-122.855546|553.5|Converted from UTM Zone 10|2015-04-27T19:29:52|2015-05-13T12:32:14
XS|312|40.696431|-122.855264|552.0|Converted from UTM Zone 10|2015-04-27T19:28:38|2015-05-12T06:05:46
XS|313|40.696665|-122.855034|552.7|Converted from UTM Zone 10|2015-04-27T19:26:24|2015-05-11T13:41:58
XS|314|40.696908|-122.855065|555.9|Converted from UTM Zone 10|2015-04-27T19:25:13|2015-05-13T03:42:47
XS|315|40.696908|-122.854804|0.0|Converted from UTM Zone 10|2015-04-27T19:23:02|2015-05-12T02:32:30
XS|316|40.697088|-122.854588|555.8|Converted from UTM Zone 10|2015-04-27T19:20:17|2015-05-13T01:08:57
XS|317|40.697259|-122.85461|557.0|Converted from UTM Zone 10|2015-04-27T19:18:35|2015-05-13T00:50:14
XS|318|40.697476|-122.855074|564.5|Converted from UTM Zone 10|2015-04-27T19:02:54|2015-05-12T23:59:47
XS|319|40.697539|-122.855437|586.9|Converted from UTM Zone 10|2015-04-27T19:05:02|2015-05-12T06:55:16
XS|320|40.69772|-122.855765|591.7|Converted from UTM Zone 10|2015-04-27T19:06:33|2015-05-13T21:34:27
XS|321|40.697887|-122.856076|600.5|Converted from UTM Zone 10|2015-04-27T19:08:18|2015-05-12T19:46:04
XS|322|40.698013|-122.856321|596.0|Converted from UTM Zone 10|2015-04-27T19:09:25|2015-05-12T12:41:44
XS|323|40.697367|-122.854353|0.0|Converted from UTM Zone 10|2015-04-27T19:16:34|2015-05-13T01:21:10
XS|324|40.697588|-122.8545|566.7|Converted from UTM Zone 10|2015-04-27T18:53:33|2015-05-12T01:39:34
XS|325|40.697583|-122.854187|0.0|Converted from UTM Zone 10|2015-04-27T18:49:25|2015-05-12T12:09:29
XS|326|40.697871|-122.854352|562.2|Converted from UTM Zone 10|2015-04-27T18:56:30|2015-05-13T07:51:52
XS|327|40.697857|-122.85396|546.2|Converted from UTM Zone 10|2015-04-27T18:29:34|2015-05-13T11:46:06
XS|328|40.698042|-122.854153|555.9|Converted from UTM Zone 10|2015-04-27T18:58:45|2015-05-12T20:20:59
XS|329|40.69806|-122.853813|551.3|Converted from UTM Zone 10|2015-04-27T18:21:28|2015-05-12T13:54:31
XS|330|40.698339|-122.853714|550.0|Converted from UTM Zone 10|2015-04-27T18:19:28|2015-05-13T14:53:30
XS|331|40.698438|-122.853752|554.6|Converted from UTM Zone 10|2015-04-27T18:17:56|2015-05-12T11:03:13
XS|332|40.698537|-122.853429|546.6|Converted from UTM Zone 10|2015-04-27T18:16:19|2015-05-12T16:06:50
XS|333|40.698753|-122.853482|552.1|Converted from UTM Zone 10|2015-04-27T18:13:25|2015-05-13T10:21:22
XS|334|40.698816|-122.853251|545.4|Converted from UTM Zone 10|2015-04-27T18:00:52|2015-05-12T17:01:29
XS|335|40.699113|-122.853058|558.5|Converted from UTM Zone 10|2015-04-27T18:03:51|2015-05-12T07:17:15
XS|336|40.699302|-122.852874|552.5|Converted from UTM Zone 10|2015-04-27T18:05:37|2015-05-13T06:21:38
XS|337|40.699536|-122.852644|555.3|Converted from UTM Zone 10|2015-04-27T18:08:19|2015-05-12T03:28:56
XS|338|40.698674|-122.85116|534.2|Converted from UTM Zone 10|2015-04-27T16:15:50|2015-05-12T13:36:50
XS|339|40.698512|-122.851293|534.5|Converted from UTM Zone 10|2015-04-27T16:14:30|2015-05-12T13:03:52
XS|340|40.698381|-122.851562|534.0|Converted from UTM Zone 10|2015-04-27T16:13:25|2015-05-12T20:57:59
XS|341|40.698228|-122.851726|536.8|Converted from UTM Zone 10|2015-04-27T16:12:22|2015-05-12T13:55:43
XS|342|40.698062|-122.851956|534.1|Converted from UTM Zone 10|2015-04-27T16:10:51|2015-05-13T01:02:27
XS|343|40.697805|-122.852102|530.0|Converted from UTM Zone 10|2015-04-27T16:20:34|2015-05-13T03:54:14
XS|344|40.697625|-122.852021|531.5|Converted from UTM Zone 10|2015-04-27T16:21:35|2015-05-12T16:26:48
XS|345|40.697436|-122.852187|532.3|Converted from UTM Zone 10|2015-04-27T16:22:32|2015-05-11T15:34:38
XS|346|40.69722|-122.852378|530.8|Converted from UTM Zone 10|2015-04-27T16:24:23|2015-05-12T03:49:25
XS|347|40.696919|-122.852536|531.8|Converted from UTM Zone 10|2015-04-27T16:28:33|2015-05-11T16:52:54
XS|348|40.696648|-122.852424|531.8|Converted from UTM Zone 10|2015-04-27T16:30:01|2015-05-12T18:04:17
XS|349|40.69645|-122.852314|530.7|Converted from UTM Zone 10|2015-04-27T16:31:39|2015-05-12T23:29:57
XS|350|40.696823|-122.851958|532.8|Converted from UTM Zone 10|2015-04-27T16:43:58|2015-05-13T02:12:56
XS|351|40.697031|-122.852008|530.8|Converted from UTM Zone 10|2015-04-27T16:45:21|2015-05-11T16:23:46
XS|352|40.697206|-122.851785|532.3|Converted from UTM Zone 10|2015-04-27T16:46:27|2015-05-12T11:14:50
XS|353|40.697372|-122.851586|534.3|Converted from UTM Zone 10|2015-04-27T16:50:37|2015-05-12T11:24:16
XS|354|40.696233|-122.851612|532.6|Converted from UTM Zone 10|2015-04-27T16:52:49|2015-05-12T13:07:25
XS|355|40.696174|-122.851215|532.1|Converted from UTM Zone 10|2015-04-27T16:53:50|2015-05-12T10:47:42
XS|356|40.69611|-122.850731|534.5|Converted from UTM Zone 10|2015-04-27T16:55:19|2015-05-12T14:03:07
XS|357|40.696069|-122.850353|534.7|Converted from UTM Zone 10|2015-04-27T16:56:12|2015-05-13T07:37:03
XS|358|40.696032|-122.849903|535.2|Converted from UTM Zone 10|2015-04-27T16:57:11|2015-05-11T15:52:15
XS|359|40.695996|-122.849492|537.3|Converted from UTM Zone 10|2015-04-27T16:59:27|2015-05-11T22:02:55
XS|360|40.696004|-122.849146|534.0|Converted from UTM Zone 10|2015-04-27T17:00:32|2015-05-13T03:40:39
XS|361|40.696284|-122.85256|530.7|Converted from UTM Zone 10|2015-04-27T16:32:43|2015-05-12T08:55:37
XS|362|40.696086|-122.852792|531.4|Converted from UTM Zone 10|2015-04-27T16:33:58|2015-05-11T14:40:08
XS|363|40.696058|-122.852535|534.1|Converted from UTM Zone 10|2015-04-27T16:35:47|2015-05-12T15:48:18
XS|364|40.695743|-122.85255|533.3|Converted from UTM Zone 10|2015-04-27T17:09:53|2015-05-11T11:37:04
XS|365|40.695638|-122.851702|533.2|Converted from UTM Zone 10|2015-04-27T17:08:17|2015-05-12T17:14:54
XS|366|40.695475|-122.85099|534.6|Converted from UTM Zone 10|2015-04-27T17:06:44|2015-05-12T04:46:48
XS|367|40.695402|-122.850405|534.3|Converted from UTM Zone 10|2015-04-27T17:05:45|2015-05-12T01:04:15
XS|368|40.695325|-122.849912|534.8|Converted from UTM Zone 10|2015-04-27T17:04:51|2015-05-13T13:18:54
XS|369|40.695289|-122.849419|535.0|Converted from UTM Zone 10|2015-04-27T17:02:53|2015-05-12T05:30:19
XS|370|40.695504|-122.852628|532.9|Converted from UTM Zone 10|2015-04-27T17:12:39|2015-05-12T18:49:53
XS|371|40.695311|-122.852821|532.5|Converted from UTM Zone 10|2015-04-27T17:14:09|2015-05-11T11:29:11
XS|372|40.695108|-122.852753|532.3|Converted from UTM Zone 10|2015-04-27T17:15:21|2015-05-12T20:17:29
XS|373|40.695014|-122.853043|532.6|Converted from UTM Zone 10|2015-04-27T17:16:41|2015-05-12T22:11:57
XS|374|40.694857|-122.853221|532.8|Converted from UTM Zone 10|2015-04-27T17:17:48|2015-05-13T07:17:42
XS|375|40.694622|-122.853268|532.9|Converted from UTM Zone 10|2015-04-27T17:18:45|2015-05-12T06:01:20
XS|376|40.694537|-122.853675|532.8|Converted from UTM Zone 10|2015-04-27T17:19:55|2015-05-10T11:49:59
XS|377|40.694276|-122.853951|532.4|Converted from UTM Zone 10|2015-04-27T17:21:55|2015-05-10T12:09:46
XS|378|40.694024|-122.854062|532.1|Converted from UTM Zone 10|2015-04-27T17:23:16|2015-05-11T18:18:38
XS|379|40.693908|-122.854585|532.0|Converted from UTM Zone 10|2015-04-27T17:25:38|2015-05-11T19:15:55
XS|380|40.69379|-122.854364|531.0|Converted from UTM Zone 10|2015-04-27T17:24:21|2015-05-13T09:35:23

#DATACENTER=NCEDC,http://www.ncedc.org
BK|AONC|39.93981|-122.0608|70.0|Abbey of New Clairvaux, Vina, CA|2020-06-11T18:50:00|3000-01-01T00:00:00
BK|ARC|40.87772|-124.077377|30.1|Humboldt State University, Arcata, CA, USA|1992-05-28T19:48:00|2001-08-02T00:36:00
BK|BAKR|40.280351|-122.492261|191.2|Baker Fire Station, Cottonwood, CA|2022-03-30T22:30:00|3000-01-01T00:00:00
BK|BAYL|39.60519|-122.05753|37.3|Bayliss; Glenn County|2023-08-08T22:20:00|3000-01-01T00:00:00
BK|BCCR|39.81856|-121.73417|518.8|Big Chico Creek, Paradise, CA USA|2020-10-07T00:00:00|3000-01-01T00:00:00
BK|BIGV|41.09439|-121.22769|1487.3|Big Valley, Lassen County|2022-06-29T20:45:00|3000-01-01T00:00:00
BK|BJES|40.54362|-123.87996|1050.7|Bald Jesse, Humboldt County, CA|2019-08-22T00:00:00|3000-01-01T00:00:00
BK|BLAS|40.3227|-123.53248|1679.3|Black Lassic|2022-06-29T00:35:00|3000-01-01T00:00:00
BK|BRIC|40.11223|-123.8965|180.5|Briceland Vineyard, Redway, CA|2019-02-28T00:00:00|3000-01-01T00:00:00
BK|BRIT|41.03541|-121.6497|843.5|Lake Britton|2022-01-20T20:55:00|3000-01-01T00:00:00
BK|DANT|40.294601|-121.802101|967.0|Paynes Creek, CA, USA|2016-11-18T12:00:00|3000-01-01T00:00:00
BK|DIAZ|41.00383|-120.74563|1984.0|Diaz Spring, Lassen County|2022-08-18T16:00:00|3000-01-01T00:00:00
BK|DLIK|40.45543|-122.89424|1293.0|Deerlick Springs, Shasta County, CA|2019-11-20T00:00:00|3000-01-01T00:00:00
BK|DMOR|40.70973|-123.70331|1305.0|Dinsmores, Humboldt County, CA|2019-08-20T00:00:00|3000-01-01T00:00:00
BK|EAGL|40.62486|-120.72893|1564.7|Eagle Lake, Susanville, CA USA|2020-10-22T00:00:00|3000-01-01T00:00:00
BK|ELFS|40.618351|-120.727913|1554.5|Eagle Lake Biol. Field Stn., Susanville, CA, USA|2005-05-19T00:00:00|2007-10-10T17:44:00
BK|GASB|39.654709|-122.71595|1354.8|Alder Springs, CA, USA|2005-09-22T00:00:00|3000-01-01T00:00:00
BK|GHOP|40.30643|-123.97797|1028.9|Grasshopper Mountain|2022-05-05T19:00:00|3000-01-01T00:00:00
BK|GRPK|41.12162|-121.99428|1497.2|Grizzly Peak|2021-06-17T19:42:00|3000-01-01T00:00:00
BK|GUMB|41.21297|-122.5094|1849.8|Gumboot Lake|2021-10-13T00:00:00|3000-01-01T00:00:00
BK|HALS|39.81357|-123.72703|582.0|Hales Grove, Mendocino, CA|2020-06-19T00:00:00|3000-01-01T00:00:00
BK|HAPY|41.417678|-121.110674|1854.2|Happy Camp Mountain|2021-12-06T22:56:00|3000-01-01T00:00:00
BK|HATC|40.816101|-121.461166|1009.3|Hat Creek Radio Astronomy Obs., Cassel, CA, USA|2005-05-18T00:00:00|2007-09-07T18:25:00
BK|HATC|40.816101|-121.461166|1009.3|Hat Creek Radio Astronomy Obs., Cassel, CA, USA|2008-04-15T00:00:00|3000-01-01T00:00:00
BK|HAYF|40.5227|-123.23198|776.6|Tule Creek, Hayfork, CA|2019-11-19T00:00:00|3000-01-01T00:00:00
BK|HUNT|40.18942|-123.14557|1540.0|Big Hunter Mountain, Trinity County|2022-06-28T21:00:00|3000-01-01T00:00:00
BK|INGL|39.52898|-123.69844|290.5|Smith Ridge, Inglenook, CA|2019-08-06T00:00:00|3000-01-01T00:00:00
BK|JCC|40.817451|-124.029549|27.2|Jacoby Creek, Bayside, CA, USA|2001-04-11T21:27:00|3000-01-01T00:00:00
BK|JEWT|40.063044|-123.628171|694.1|Jewett Creek|2023-08-23T19:50:00|3000-01-01T00:00:00
BK|KNEE|40.71519|-123.90112|892.2|Kneeland/Ashfield Ridge|2022-09-07T22:00:00|3000-01-01T00:00:00
BK|KRUG|40.951824|-123.953674|398.6|Krueger Creek|2023-08-22T19:40:00|3000-01-01T00:00:00
BK|LCOW|40.64261|-122.18524|236.2|Little Cow Creek, Bella Vista, CA|2020-06-10T18:50:00|3000-01-01T00:00:00
BK|LITV|40.83679|-121.11247|1561.6|Little Valley, Lassen County|2022-08-16T22:00:00|3000-01-01T00:00:00
BK|LSIB|40.39735|-121.42345|1890.8|Lassen Sifford Mountain|2023-07-12T21:50:00|3000-01-01T00:00:00
BK|MIN|40.346008|-121.60656|1470.9|Mt. Lassen Park Hdqts, Mineral, CA, USA|1993-03-19T19:46:00|1999-12-08T18:10:00
BK|MNLT|40.23124|-120.84245|1738.9|Moonlight Peak|2023-07-14T18:15:00|3000-01-01T00:00:00
BK|MZTA|41.27792|-120.80101|2139.8|Manzanita Lookout|2021-11-19T17:38:09|3000-01-01T00:00:00
BK|ORV|39.554508|-121.500359|334.7|Oroville Dam, Oroville, CA, USA|1992-07-31T18:50:00|3000-01-01T00:00:00
BK|PETL|40.28844|-124.34259|49.6|Punta Gorda, Petrolia, CA|2019-03-01T00:00:00|3000-01-01T00:00:00
BK|PETY|40.1766|-122.7884|962.0|Pettyjohn Place, Tehama County, CA|2017-09-14T21:26:00|3000-01-01T00:00:00
BK|PIT6|40.93062|-121.94795|822.2|Pit Six Reservoir|2021-06-17T22:00:00|3000-01-01T00:00:00
BK|PRDS|40.10561|-124.04458|786.5|Paradise Ridge|2022-09-09T00:20:00|3000-01-01T00:00:00
BK|RAVE|40.798|-120.30841|1634.5|Ravendale, CA|2022-03-29T21:20:00|3000-01-01T00:00:00
BK|RBOW|40.33467|-124.11136|1100.0|Rainbow Ridge, Humboldt, CA|2020-06-18T02:42:00|3000-01-01T00:00:00
BK|RVIT|39.90629|-123.37859|781.8|Round Valley Indian Tribe, Mendocino County, CA|2019-10-01T00:00:00|3000-01-01T00:00:00
BK|SAGE|40.79458|-122.03895|758.0|Sage Hen Hill, Round Mountain, CA USA|2020-10-20T00:00:00|3000-01-01T00:00:00
BK|SCOT|41.391998|-122.853798|960.0|Callahan, CA, USA|2017-06-14T23:45:00|3000-01-01T00:00:00
BK|SHWD|39.511871|-123.494942|852.1|Sherwood Rancheria area, Willits|2023-02-02T21:10:00|3000-01-01T00:00:00
BK|TRIN|40.9741|-122.705|935.0|Scott Ranch, Trinity Center, CA USA|2017-07-12T02:46:00|3000-01-01T00:00:00
BK|WDC|40.57988|-122.54113|268.3|Whiskeytown Dam, Whiskeytown, CA, USA|1992-09-17T19:23:00|3000-01-01T00:00:00
BK|WEAV|40.74575|-122.98404|1066.8|Weaverville, CA USA|2018-11-01T00:00:00|3000-01-01T00:00:00
BK|WLKR|40.3629|-124.32226|274.9|Walker Ranch; near Petrolia CA|2023-07-25T21:50:00|3000-01-01T00:00:00
CE|76140|39.585|-120.3697|1515.0|Sierraville|2004-06-28T00:00:00|3000-01-01T00:00:00
CE|77058|39.7269|-121.6809|335.0|Paradise - Skyway Rd|2002-10-03T00:00:00|3000-01-01T00:00:00
CE|78342|39.6547|-122.7226|1325.0|Alder Springs - USFS|2013-06-24T00:00:00|3000-01-01T00:00:00
CE|79036|39.807|-123.2464|425.0|Covelo - CDF Fire Station|2004-01-27T00:00:00|3000-01-01T00:00:00
CE|79435|39.9238|-123.7616|245.0|Leggett - Confusion Hill Bridge Grnds|2009-06-26T00:00:00|3000-01-01T00:00:00
CE|86113|40.273|-120.117|1220.0|Herlong - Sierra Ordinance Depot|2007-05-23T00:00:00|3000-01-01T00:00:00
CE|87050|40.5359|-121.5629|1797.0|Lassen National Park|2013-06-25T00:00:00|3000-01-01T00:00:00
CE|87053|40.2477|-121.1454|1373.0|Lake Almanor - Fire Station|2003-10-22T00:00:00|3000-01-01T00:00:00
CE|88732|40.3983|-122.2668|138.0|Cottonwood - Trefoil & Locust|2022-10-31T00:00:00|3000-01-01T00:00:00
